Row,Truth,Validation,Naive Prob Calabria,Naive Prob Coastal-Sardinia,Naive Prob East-Liguria,Naive Prob Inland-Sardinia,Naive Prob North-Apulia,Naive Prob Sicily,Naive Prob South-Apulia,Naive Prob Umbria,Naive Prob West-Liguria
521,East-Liguria,Training,1.463278e-18,2.207323e-75,0.9929415156,2.802127e-95,8.2010302e-7,2.096571e-12,6.686931e-19,5.522514e-13,0.0070576643
522,East-Liguria,Validation,2.490245e-40,1.02054e-158,5.0732086e-8,1.05745e-234,0.0188224522,0.0001023512,1.688738e-21,6.66247e-228,0.9810751458
523,West-Liguria,Training,7.36163e-19,7.056151e-31,4.016963e-13,6.540718e-21,1.924107e-40,5.178552e-20,8.214711e-12,0,1
524,West-Liguria,Training,8.998235e-29,1.094943e-39,1.128015e-10,3.587862e-20,2.094447e-35,8.201794e-27,7.97396e-18,2.49846e-231,0.9999999999
525,West-Liguria,Validation,1.054953e-31,5.797867e-38,2.565661e-10,1.676843e-17,3.834535e-29,3.406398e-27,4.445648e-20,1.76076e-263,0.9999999997
526,West-Liguria,Training,6.283001e-26,8.885353e-40,1.573871e-9,3.257383e-22,3.421216e-29,2.934612e-24,1.513518e-17,1.28067e-207,0.9999999984
527,West-Liguria,Training,1.887352e-23,1.324356e-35,6.674284e-16,1.059475e-35,1.430791e-29,1.510231e-17,3.073859e-19,0,1
528,West-Liguria,Training,5.6896295e-9,8.884373e-42,0.0940294655,1.017318e-35,7.964392e-17,8.0193113e-8,6.1586039e-8,3.260726e-87,0.9059703871
529,West-Liguria,Validation,3.366426e-17,3.233882e-42,4.4894765e-7,2.342701e-33,6.406508e-26,4.170959e-15,2.209649e-13,2.37413e-136,0.9999995511
530,West-Liguria,Training,7.80054e-33,3.120589e-56,1.7070503e-6,1.721084e-44,8.47418e-25,7.68422e-28,1.551153e-23,4.55124e-118,0.9999982929
531,West-Liguria,Training,5.691792e-28,1.922034e-40,2.3405784e-9,4.3359e-23,2.531125e-34,1.235881e-26,1.705742e-18,3.56489e-219,0.9999999977
532,West-Liguria,Training,3.342441e-33,4.59724e-51,5.7233514e-9,2.993174e-39,1.087443e-28,8.62713e-28,2.519314e-22,6.44714e-170,0.9999999943
533,West-Liguria,Training,3.303965e-27,1.239041e-35,7.5047627e-8,5.670639e-20,2.474619e-25,2.040674e-22,1.342615e-17,4.647e-207,0.999999925
534,West-Liguria,Validation,3.879283e-18,4.766201e-51,2.110072e-11,2.172748e-36,1.55685e-42,1.051243e-15,2.9647e-10,1.16913e-121,0.9999999997
535,West-Liguria,Validation,4.6694979e-6,1.120203e-39,5.8503586e-7,1.527669e-26,7.711614e-32,0.0000356201,0.0066542633,3.02285e-126,0.9933048621
536,West-Liguria,Training,2.127035e-30,9.298223e-54,3.5811215e-9,3.178994e-49,2.065709e-26,2.698723e-22,2.92657e-22,2.8747e-148,0.9999999964
537,West-Liguria,Validation,4.588554e-33,9.754021e-46,9.534358e-15,6.525877e-38,3.027432e-32,1.910621e-26,1.141759e-24,1.18926e-300,1
538,West-Liguria,Training,5.750667e-36,7.679913e-61,1.0773148e-8,4.05711e-50,3.625666e-24,1.992056e-27,2.869968e-24,2.16933e-140,0.9999999892
539,West-Liguria,Training,1.070976e-34,5.016873e-58,1.0877163e-7,2.493835e-46,6.921418e-24,1.203811e-27,5.10986e-24,4.45256e-133,0.9999998912
540,West-Liguria,Training,6.352721e-31,1.527778e-41,1.340743e-10,1.197207e-22,7.679857e-33,1.970962e-27,1.440107e-19,6.8347e-225,0.9999999999
541,West-Liguria,Training,4.783132e-16,1.165069e-59,0.0000559556,2.095604e-56,8.007194e-30,9.342632e-16,2.867082e-12,7.463903e-89,0.9999440444
542,West-Liguria,Validation,7.023942e-32,7.352678e-86,0.0000940297,4.68131e-102,3.817304e-22,6.124114e-26,2.802641e-28,6.679732e-36,0.9999059703
543,West-Liguria,Training,1.607723e-27,1.931151e-45,6.0915934e-9,1.345312e-34,4.113757e-25,2.705831e-24,1.101954e-21,3.33632e-195,0.9999999939
544,West-Liguria,Training,6.337489e-35,3.299686e-48,4.706856e-10,9.095754e-32,2.609668e-26,1.684903e-27,8.029315e-23,4.28906e-218,0.9999999995
545,West-Liguria,Validation,3.701435e-21,1.32515e-31,7.806682e-10,4.804476e-14,8.89098e-33,2.672607e-22,3.096906e-13,5.51882e-278,0.9999999992
546,West-Liguria,Training,2.510832e-22,2.161939e-50,5.5879756e-7,2.297493e-41,9.165312e-28,1.170949e-18,7.59259e-16,4.47122e-100,0.9999994412
547,West-Liguria,Training,1.840282e-33,3.635086e-43,2.532088e-10,1.621806e-26,1.612123e-28,1.746571e-27,3.839737e-22,1.63446e-243,0.9999999997
548,West-Liguria,Validation,2.993982e-29,2.223606e-52,2.900072e-13,1.894551e-53,3.560909e-29,9.567719e-22,2.82587e-24,7.16721e-201,1
549,West-Liguria,Training,2.322584e-24,2.277903e-56,0.0020534849,1.093577e-54,8.068095e-16,4.637584e-19,9.268916e-20,7.636775e-69,0.9979465151
550,West-Liguria,Training,1.535415e-24,8.128187e-59,0.0034360691,1.089743e-59,1.808454e-15,6.224922e-19,5.083474e-20,1.054808e-60,0.9965639309
551,West-Liguria,Training,8.799316e-29,3.568136e-53,1.049898e-12,2.277514e-54,8.704135e-29,9.913404e-22,2.992008e-24,6.8763e-189,1
552,West-Liguria,Training,1.816111e-32,4.773609e-43,3.5589501e-9,2.571061e-27,9.991409e-27,1.889731e-27,1.35621e-22,1.17679e-226,0.9999999964
553,West-Liguria,Training,5.040134e-29,2.304753e-52,4.495993e-13,7.10267e-53,5.159523e-29,1.086368e-21,3.682976e-24,5.28422e-199,1
554,West-Liguria,Validation,5.274762e-36,1.927149e-68,4.784941e-14,1.871694e-67,2.57344e-32,1.010591e-26,5.208065e-28,2.81599e-176,1
555,West-Liguria,Training,7.345105e-28,5.670648e-52,4.5171215e-6,2.435966e-41,7.36438e-22,1.304609e-24,1.197007e-21,1.9901e-125,0.9999954829
556,West-Liguria,Training,2.833912e-35,8.401907e-73,2.259356e-7,2.482764e-74,4.170776e-23,7.055273e-27,7.443984e-28,4.432824e-93,0.9999997741
557,West-Liguria,Training,4.06898e-33,8.859744e-66,3.5936488e-6,1.848239e-59,1.791051e-25,1.477731e-27,9.426677e-24,2.242101e-74,0.9999964064
558,West-Liguria,Training,1.856851e-20,9.321797e-43,0.0000616775,6.720495e-34,4.644756e-16,4.414775e-16,7.433918e-16,2.98815e-129,0.9999383225
559,West-Liguria,Training,1.880991e-33,5.217276e-64,0.0000446428,6.902613e-58,9.836745e-22,1.72083e-27,4.830759e-25,5.865165e-83,0.9999553572
560,West-Liguria,Training,1.433235e-24,2.942719e-56,0.0000240794,1.272021e-52,1.374198e-21,1.012923e-23,1.53187e-22,9.69471e-110,0.9999759206
561,West-Liguria,Training,7.124616e-27,1.731266e-58,0.0002357034,8.30894e-58,1.192588e-20,6.282007e-22,3.874322e-22,7.82676e-80,0.9997642966
562,West-Liguria,Training,1.074161e-20,9.676776e-55,0.0001550153,3.010124e-52,1.418055e-22,1.892917e-18,1.137327e-17,2.65242e-84,0.9998449847
563,West-Liguria,Training,9.762252e-28,3.614197e-66,0.047625689,4.666773e-69,1.382296e-16,1.56326e-21,6.407379e-22,3.012553e-37,0.952374311
564,West-Liguria,Validation,2.407532e-24,2.680324e-58,0.0080723999,3.57178e-53,6.892216e-19,1.034408e-23,4.484731e-21,4.077894e-76,0.9919276001
565,West-Liguria,Training,5.878666e-26,3.310922e-69,0.0388619219,5.088349e-71,2.720503e-17,1.433422e-23,2.608832e-22,2.007425e-35,0.9611380781
566,West-Liguria,Validation,1.92821e-33,9.735761e-53,7.2573685e-9,8.487579e-38,2.708894e-28,7.391894e-28,2.142042e-22,2.2426e-155,0.9999999927
567,West-Liguria,Training,2.418478e-23,1.884344e-48,0.0001146894,1.453429e-40,6.833106e-19,2.109415e-19,1.202031e-17,6.474629e-97,0.9998853106
568,West-Liguria,Training,5.203741e-15,7.747265e-49,0.0007203491,8.892861e-46,3.804827e-22,9.36014e-16,2.802431e-13,3.13211e-159,0.9992796509
569,West-Liguria,Training,2.833353e-23,2.15393e-55,0.0007216791,3.448239e-54,4.71872e-18,4.510893e-19,1.59306e-19,3.503371e-74,0.9992783209
570,West-Liguria,Training,9.273818e-34,4.311797e-51,1.8107902e-8,5.866294e-36,2.592498e-25,9.510045e-28,5.388599e-23,2.56644e-168,0.9999999819
571,West-Liguria,Validation,2.089863e-25,7.867821e-53,1.5950533e-6,2.667086e-46,2.251621e-22,3.472781e-19,2.111819e-18,6.51083e-106,0.9999984049
572,West-Liguria,Validation,3.425793e-23,2.409071e-74,0.1087408461,1.230146e-89,2.3474844e-8,5.06432e-14,1.422657e-19,1.738203e-32,0.8912591304
